,artista,listeners,playcount,biografia,artistas_similares
53,Ghost,1278802,108392042,"There are several artists sharing the moniker Ghost;

1) Ghost, also formerly known as Ghost B.C. in the United States, is a Swedish hard rock band that was formed in Linköping in 2006. In 2010, they released a three-track demo followed by a 7-inch vinyl titled ""Elizabeth"", and later their debut full-length album Opus Eponymous. The song ""Ritual"" was chosen by Kerrang! as one of ""The 50 Most Evil Songs Ever."" The Grammis-nominated album was widely praised and significantly increased their popularity. <a href=""https://www.last.fm/music/Ghost"">Read more on Last.fm</a>","['Powerwolf', 'Iron Maiden', 'Ozzy Osbourne', 'Avenged Sevenfold']"
54,Florence   The Machine,136,890,"This is an incorrect tag for the band Florence + The Machine. Songs scrobbled to this incorrect tag will automatically redirect to the correct tag if Autocorrection is turned on. However, it is recommended that you change your ID3 tags to the correct artist name. <a href=""https://www.last.fm/music/+noredirect/Florence+++The+Machine"">Read more on Last.fm</a>",[]
55,Ghost,1278802,108392042,"There are several artists sharing the moniker Ghost;

1) Ghost, also formerly known as Ghost B.C. in the United States, is a Swedish hard rock band that was formed in Linköping in 2006. In 2010, they released a three-track demo followed by a 7-inch vinyl titled ""Elizabeth"", and later their debut full-length album Opus Eponymous. The song ""Ritual"" was chosen by Kerrang! as one of ""The 50 Most Evil Songs Ever."" The Grammis-nominated album was widely praised and significantly increased their popularity. <a href=""https://www.last.fm/music/Ghost"">Read more on Last.fm</a>","['Powerwolf', 'Iron Maiden', 'Ozzy Osbourne', 'Avenged Sevenfold']"
56,The 1975,2142748,219106564,"The 1975 is an English pop band formed in 2002 in Wilmslow, Cheshire. Now based in Manchester, the band consists of lead vocalist, producer, lyricist and rhythm guitarist Matty Healy (the son of actors Denise Welch and Tim Healy), lead guitarist Adam Hann, bassist Ross MacDonald, and drummer/producer George Daniel.

The band's origins trace to their attendance at secondary school and playing together as teenagers. Initial efforts to sign with a label failed, leading to the band's manager Jamie Oborne to form Dirty Hit records. <a href=""https://www.last.fm/music/The+1975"">Read more on Last.fm</a>","['Inhaler', 'Bleachers', 'The Band CAMINO', 'Catfish and the Bottlemen']"
57,TobyMac,328728,6523748,"The Eye On It Songfacts reports that Eye On It, TobyMac's fifth full-length studio album was released on August 28, 2012. Said TobyMac regarding the album title: ""I want my music to depict what I'm going through. I want to write about the things that upset me, move me, hurt me and haunt me. The things that are real. With Tonight, I was determined to live more passionately with God. I was laying down the gauntlet. Eye On It is a continuation of that. <a href=""https://www.last.fm/music/TobyMac"">Read more on Last.fm</a>","['MercyMe', 'Newsboys', 'for KING & COUNTRY', 'Crowder']"
58,Cole Swindell,199311,3587053,"Cole Swindell is a country music singer and songwriter. He has written singles for Craig Campbell, Thomas Rhett, Scotty McCreery, and Luke Bryan, and has released four albums for Warner Bros. Records Nashville. He has released 13 singles, eight of which have reached #1 on the Hot Country Songs and/or Country Airplay charts, with three more reaching the Top 10.

His parents are William Keith Swindell and Betty Carol Rainey. His father died unexpectedly on September 2, 2013, at 65. <a href=""https://www.last.fm/music/Cole+Swindell"">Read more on Last.fm</a>","['Chris Young', 'Lee Brice', 'Florida Georgia Line', 'Thomas Rhett']"
59,Polyphia,473304,25206953,"Hailing from the quiet suburbs of Plano, Texas, progressive rock outfit Polyphia are anything but mild-mannered. With a distinctly thought-out and well-orchestrated sound, the quartet pummels out blistering blast beats, and an onslaught of guitar shreds that blends, seamlessly, with melodic grooves and a humble intensity that never wears on the ear. Capitalizing on a ""Standard of Excellence"", the band wishes to inspire those who listen with their doctrine of uncompromised work ethic and self-motivated success. <a href=""https://www.last.fm/music/Polyphia"">Read more on Last.fm</a>","['Intervals', 'Syncatto', 'Plini', 'Unprocessed']"
60,Imagine Dragons,3381991,198613561,"Imagine Dragons are a pop band which formed in 2008 in Las Vegas, Nevada, United States. The band consists of Dan Reynolds (vocals), Wayne Sermon (guitar) and Ben McKee (bass) . The band released four EPs - ""Imagine Dragons"" (2009), ""Hell and Silence"" (2010), ""It's Time"" (2011) and ""Continued Silence"" (2012) - before releasing their debut full length album ""Night Visions"" on 4 September 2012.

The band's single ""It's Time"", which previously appeared on the ""It's Time"" and ""Continued Silence"" EPs in addition to appearing on ""Night Visions"" <a href=""https://www.last.fm/music/Imagine+Dragons"">Read more on Last.fm</a>","['OneRepublic', 'American Authors', 'Bastille', 'X Ambassadors']"
61,Jason Aldean,945203,16623553,"Jason Aldean is a country music singer and songwriter. He's had 28 of his 40 singles hit #1 on the Hot Country Songs or Country Airplay charts: ""Why"", ""She's Country"", ""Big Green Tractor"", ""The Truth"", ""Don't You Wanna Stay"" (a duet with Kelly Clarkson), ""Dirt Road Anthem"", ""Fly Over States"", ""Take a Little Ride"", ""The Only Way I Know"" (a collaboration with Luke Bryan and Eric Church), ""Night Train"", ""When She Says Baby"", ""Burnin' It Down"", ""Just Gettin' Started"" <a href=""https://www.last.fm/music/Jason+Aldean"">Read more on Last.fm</a>","['Luke Bryan', 'Chris Young', 'Justin Moore', 'Cole Swindell']"
62,TobyMac,328728,6523748,"The Eye On It Songfacts reports that Eye On It, TobyMac's fifth full-length studio album was released on August 28, 2012. Said TobyMac regarding the album title: ""I want my music to depict what I'm going through. I want to write about the things that upset me, move me, hurt me and haunt me. The things that are real. With Tonight, I was determined to live more passionately with God. I was laying down the gauntlet. Eye On It is a continuation of that. <a href=""https://www.last.fm/music/TobyMac"">Read more on Last.fm</a>","['MercyMe', 'Newsboys', 'for KING & COUNTRY', 'Crowder']"
63,Chris Tomlin,343663,8419270,"Christopher Dwayne Tomlin (born May 4, 1972 in Grand Saline, TX) is a Christian worship leader/CCM artist. In 1999, Tomlin rose to recognition  joined on board as a worship leader for Atlanta pastor Louie Giglio’s annual Passion Conferences, along with other worship leaders such as Matt Redman, Charlie Hall, and eventually with Christy Nockels, Kristian Stanfill, and the David Crowder Band (now Crowder). Tomlin  was soon signed to Sparrow Records and EMI's sixstepsrecords where he began releasing his worship albums. <a href=""https://www.last.fm/music/Chris+Tomlin"">Read more on Last.fm</a>","['Matt Redman', 'Casting Crowns', 'Phil Wickham', 'Matt Maher']"
64,Hozier,2649017,181385460,"Andrew Hozier-Byrne (born 17 March 1990), known mononymously as Hozier, is an Irish musician and singer-songwriter from Bray, County Wicklow, Ireland. In 2013 he released his debut EP, featuring the hit single ""Take Me to Church"", and his second EP ""From Eden"" in 2014. His debut studio album, ""Hozier"", was released in Ireland in September 2014 and globally in October 2014.

Hozier was born in Bray, County Wicklow, Ireland.  His mother is the visual artist Raine Hozier-Byrne (who also designed his latest album cover). <a href=""https://www.last.fm/music/Hozier"">Read more on Last.fm</a>","['Noah Kahan', 'Lucy Dacus', 'Florence + the Machine', 'The Lumineers']"
65,The Lumineers,2187459,70066025,"The Lumineers is an American folk rock band based in Denver, Colorado formed by Wesley Schultz (lead vocals, guitar) and Jeremiah Fraites (drums, percussion). Schultz and Fraites began writing and performing together in Ramsey, New Jersey in 2005. Cellist and vocalist Neyla Pekarek joined the band in 2010, and was a member until 2018.

The band's debut self-titled album was released on April 3, 2012. The album's first single, ""Ho Hey"" reached #3 on the Billboard Hot 100 and #1 on the Billboard Alternative Songs chart. <a href=""https://www.last.fm/music/The+Lumineers"">Read more on Last.fm</a>","['Vance Joy', 'Caamp', 'The Head and the Heart', 'Mt. Joy']"
66,Big Thief,1118397,69021319,"Big Thief is an American indie rock band with folk roots. The band is based in Brooklyn, New York, and comprises Adrianne Lenker, Buck Meek, and Max Oleartchik
Big Thief's music, rooted in the songs of Adrianne Lenker, paints in vivid tones ""the process of harnessing pain, loss, and love, while simultaneously letting go, looking into your own eyes through someone else's, and being okay with the inevitability of death,"" says Adrianne.

 Masterpiece <a href=""https://www.last.fm/music/Big+Thief"">Read more on Last.fm</a>","['Adrianne Lenker', 'Buck Meek', 'Julia Jacklin', 'Haley Heynderickx']"
67,Dylan Scott,138128,1927318,"Curb Records recording artist Dylan Scott is a triple threat — a powerful vocalist with a deep, unmistakable drawl; an old-soul songwriter with a young spirit; and a family man with a tender heart.

The multi-Platinum singer has notched two #1 singles at radio (“My Girl” and “Nobody”), as well as Top 5 hit “Hooked.” Following his first career nomination for “Best New Country Artist” at the all-genre iHeartRadio Music Awards and a coveted spot among Country Radio Seminar’s New Faces of Country Music <a href=""https://www.last.fm/music/Dylan+Scott"">Read more on Last.fm</a>","['Jordan Davis', 'Tyler Hubbard', 'Russell Dickerson', 'Cole Swindell']"
68,Jon Pardi,252105,6390398,"Jon Pardi is an American country music singer and songwriter. Pardi has charted 14 singles on the Billboard Hot Country Songs and Country Airplay charts, with four hitting #1 on the latter: ""Head Over Boots"", ""Dirt On My Boots"", ""Heartache Medication"", and ""Last Night Lonely"". Signed to Capitol Nashville, he has released four studio albums: Write You A Song (2014), California Sunrise (2016), Heartache Medication (2019), and Mr. Saturday Night (2022). Pardi's music style is defined by neotraditional country influences. <a href=""https://www.last.fm/music/Jon+Pardi"">Read more on Last.fm</a>","['Billy Currington', 'Lee Brice', 'Jake Owen', 'Jason Aldean']"
69,Hozier,2649017,181385460,"Andrew Hozier-Byrne (born 17 March 1990), known mononymously as Hozier, is an Irish musician and singer-songwriter from Bray, County Wicklow, Ireland. In 2013 he released his debut EP, featuring the hit single ""Take Me to Church"", and his second EP ""From Eden"" in 2014. His debut studio album, ""Hozier"", was released in Ireland in September 2014 and globally in October 2014.

Hozier was born in Bray, County Wicklow, Ireland.  His mother is the visual artist Raine Hozier-Byrne (who also designed his latest album cover). <a href=""https://www.last.fm/music/Hozier"">Read more on Last.fm</a>","['Noah Kahan', 'Lucy Dacus', 'Florence + the Machine', 'The Lumineers']"
70,Russell Dickerson,132215,1927016,"Russell Dickerson was born May 7, 1987. Union City, Tennessee is an American pop music singer and songwriter from Nashville, Tennessee. He earned a music degree from Belmont University and signed with Creative Artists Agency in 2010. In 2011, he released an extended play, Die to Live Again, and opened for David Nail. He toured with Canaan Smith in 2015.
In 2015, he released the single ""Yours"". The song has sold 105,000 copies since August 15, 2016. <a href=""https://www.last.fm/music/Russell+Dickerson"">Read more on Last.fm</a>","['Jordan Davis', 'Dustin Lynch', 'Thomas Rhett', 'Chris Lane']"
71,maretu,245692,7840045,"MARETU, also known as Gokuaku-P (極悪P) is a VOCALOID producer. His songs usually show rock and dubstep influences. <a href=""https://www.last.fm/music/maretu"">Read more on Last.fm</a>","['きくお', 'ぐちり', 'Kairikibear', 'Kairiki Bear']"
