,genero_musica,artista,listeners,playcount,biografia,artistas_similares
794,latino,Espuelérico,17,119,"Puerto Rican Singer/Songwriter  

Cultivo canciones que cuentan historias de peligro, aventura y sensualidad mientras navego entre los ritmos mesmerizantes del rockanrol, la guaracha, la bohemia y el blues.
 <a href=""https://www.last.fm/music/Espuel%C3%A9rico"">Read more on Last.fm</a>","['Polem', 'Babylee', 'Harry Rag', 'Cuerdas Jibaras']"
797,latino,Lao Ra,43901,225778,"Meet Lao Ra, the Colombian singer who uses her pop-punk energy and beaming Latin vibe to make wickedly passionate subversive pop music. Spending part of her youth in Bogota, Ra found the city influenced her perception of music in various ways. Ra's sound settles itself somewhere between modern reggaeton and lively Latin pop. <a href=""https://www.last.fm/music/Lao+Ra"">Read more on Last.fm</a>","['MOÜGLI', 'Sälen', 'el buen hijo', 'Cero39']"
799,latino,Christian Nodal,203233,6017386,"Christian Nodal (born January 11, 1999, Caborca, Sonora) is a Mexican singer and songwriter known for his contributions to the regional Mexican music scene. From a young age, Nodal displayed a natural affinity for music, owing to his familial background of musicians and singers. His early musical journey began at the tender age of 4 when he discovered his passion for singing. By the age of 9, he had already ventured into playing the trumpet, demonstrating his burgeoning talent. <a href=""https://www.last.fm/music/Christian+Nodal"">Read more on Last.fm</a>","['Pepe Aguilar', 'Vicente Fernández', 'Joan Sebastian', 'Pedro Fernández']"
809,latino,MPeach,1503,6725,"Genre	
DANCE/ELECTRONIC/TUKKI/TROPICALBASS/AFROCARIBBEAN/LATINSWAGG
Hometown	
Caracas, Venezuela
Record label	
ABSTRACTOR
Biography	
orn and raised in Caracas, Venezuela, MPeach (a.k.a. Mariana Martín Capriles) is a multidisciplinary visionary, defined as much by her stage and studio collaborations with the likes of Todosantos (Flamin Hotz) and Latin Grammy winners Los Amigos Invisibles, as her design work and live installations in spaces such as BRIC Contemporary Art. <a href=""https://www.last.fm/music/MPeach"">Read more on Last.fm</a>","['Sunsplash', 'Famasloop', 'Algodón Egipcio', 'Vermilion Bird']"
810,latino,Margaux Bret,2,2," <a href=""https://www.last.fm/music/Margaux+Bret"">Read more on Last.fm</a>",[]
811,latino,Tokischa,300357,4529419,"Tokischa Altagracia Peralta (San Felipe de Puerto Plata, Dominican Republic, March 17, 1996), known simply as Tokischa, is a Dominican rapper and vedette. She has collaborated with international artists, such as J Balvin, Rosalía, Madonna, Anuel AA and Ozuna. She was invited to the celebrated Billboard Latin Music Awards.

After working as a model for renowned photographer Raymi Paulus, she was offered to enter the music industry. She signed a recording contract with Paulus Music and released her debut single ""Pícala"" <a href=""https://www.last.fm/music/Tokischa"">Read more on Last.fm</a>","['El Alfa', 'Bad Gyal', 'BEA PELEA', 'Bizarrap']"
822,latino,Ságan,7565,56619," <a href=""https://www.last.fm/music/S%C3%A1gan"">Read more on Last.fm</a>","['Mr. Bleat', 'Cero39', 'Las Yumbeñas', 'mitu']"
828,latino,Sueco,277375,11441984,"William Schultz (b. January 28, 1997), better known by his stage name Sueco, (previously Sueco The Child), is an American rapper and producer coming from Los Angeles, California.

Sueco started gaining attention by uploading various videos on Instagram of him making beats out of many different things, but he didn’t reach the mainstream attention until his hit single “fast” (originally released on April 1, 2019) blew up out of no where due to it going viral on TikTok. <a href=""https://www.last.fm/music/Sueco"">Read more on Last.fm</a>","['MOD SUN', 'Machine Gun Kelly', 'Magnolia Park', 'jxdn']"
829,latino,Bhietxa,516,1382," <a href=""https://www.last.fm/music/Bhietxa"">Read more on Last.fm</a>","['Cocó Cecé', 'Sammi Sanchez', 'Flor de Jamaica', 'Sebastian Maschat']"
833,latino,Illegal Nobility,432,1648," <a href=""https://www.last.fm/music/Illegal+Nobility"">Read more on Last.fm</a>","['5ZYL', 'RLGN', 'Primit', 'Re:Drum']"
841,latino,Vic Contreras,226,812," <a href=""https://www.last.fm/music/Vic+Contreras"">Read more on Last.fm</a>","['La Gran Mawon', 'Riccie Oriach', 'El Gran Poder de Diosa', 'La Marimba']"
844,latino,Renn,32660,155790," <a href=""https://www.last.fm/music/Renn"">Read more on Last.fm</a>","['Gaby Music', 'Key-Key', 'Maisak', 'Oscar el Ruso']"
867,latino,Joey Montana,127562,910088,"Joey Montana is one of the hottest newe stars of Latin music. At 23 years of age, he has broken ground in Central and South America, Mexico, the United States and Europe. Armed with his lyrical abilities and explosive personality, he is looking to make a name for himself in the ever so popular and growing urban/Latino market, leaving behind his former group of ""La Factoria"". 

His real name is Edgardo Antonio Miranda Beiro, and he was born in Panama City, Panama; on May 3rd, 1982. <a href=""https://www.last.fm/music/Joey+Montana"">Read more on Last.fm</a>","['Chino & Nacho', 'Makano', 'Wisin', 'Nicky Jam']"
868,latino,Lit Killah,137486,5624398,"Mauro Román Monzón, también conocido en el ambiente del Hip-Hop como LIT killah, es un cantautor y freestyler argentino nacido el 4 de octubre de 1999 en la provincia de Buenos Aires, Argentina.

Sus comienzos en el ambiente se remontan al 2016, donde participo por primera vez en batallas de Rap, presentándose en El Quinto Escalón, también en el Campito Free y otras competencias más.

En 2017, el rapero lanzó su primer sencillo “De$troy”, lo que le daría lugar a tener como sello discográfico a Warner Music Argentina. <a href=""https://www.last.fm/music/Lit+Killah"">Read more on Last.fm</a>","['Duki', 'Tiago PZK', 'Khea', 'FMK']"
880,latino,hexagrams,2019,16978,"Kevin Cervera
http://hexagrams.bandcamp.com/ <a href=""https://www.last.fm/music/hexagrams"">Read more on Last.fm</a>","['Sadfields', 'Fernand', 'Weird.', 'Has a Shadow']"
882,latino,Mala Cotton,1550,5785," <a href=""https://www.last.fm/music/Mala+Cotton"">Read more on Last.fm</a>","['daniel sabater', 'Diamante Negro', 'el momento incómodo', 'ELYELLA']"
887,latino,Chika Di,1339,3179," <a href=""https://www.last.fm/music/Chika+Di"">Read more on Last.fm</a>","['Love TAPS', 'Fleacoo', 'David Fredericks', 'Jiggz & Damis']"
892,latino,Gye Poppin,58,151," <a href=""https://www.last.fm/music/Gye+Poppin"">Read more on Last.fm</a>",['Rexxie']
894,latino,Cloud Eleven,1173,23701,"Cloud Eleven is a band led by L.A.-based pop music savant Rick Gallego. Rick grew up listening to music legends such as The Beach Boys and The Beatles, and began his own musical journey in the late 70’s as a bass player in various cover bands, including a couple of jazz ensembles. Quickly evolving into writing his own songs and switching to guitar, he formed his own award winning bay area bands in the 80’s (The Singles, Rickardo’s Bandoleros. <a href=""https://www.last.fm/music/Cloud+Eleven"">Read more on Last.fm</a>","['Cherry Twister', 'Chewy Marble', 'Lisa Mychols', 'Seth Swirsky']"
907,latino,Gran Radio Riviera,3280,34061," <a href=""https://www.last.fm/music/Gran+Radio+Riviera"">Read more on Last.fm</a>","['Americania', 'Tomates Fritos', 'Charliepapa', 'Irán']"
909,latino,Elisa Tokeshi,1785,15510," <a href=""https://www.last.fm/music/Elisa+Tokeshi"">Read more on Last.fm</a>","['Karina Castillo', 'Maya Endo', 'Cristina Luyo', 'Mateo Ledgard']"
920,latino,Natalia Lafourcade,607606,19631740,"María Natalia Lafourcade Silva (born 26 February 1984) is a Mexican pop and folk singer-songwriter who since her debut in 2003 has been one of the most successful singers in Latin America. Lafourcade's voice has been categorized as a lyric soprano.

Lafourcade was born in Mexico City, Mexico, surrounded by music and art. Her father is the Chilean musician Gastón Lafourcade who had French parents and her mother is the pianist María del Carmen Silva Contreras. <a href=""https://www.last.fm/music/Natalia+Lafourcade"">Read more on Last.fm</a>","['Natalia y La Forquetina', 'Mon Laferte', 'Silvana Estrada', 'Julieta Venegas']"
921,latino,Lotus Collective,21,307," <a href=""https://www.last.fm/music/Lotus+Collective"">Read more on Last.fm</a>",[]
932,latino,selma oxor,2165,11790,"Selma Oxor is a Mexican threesome from Monterrey, Mexico that came together around 2007 and is made up of Alexico, Luxor and Violeta. They released their first, self-titled record, produced by Mou, in 2009 to glowing reviews and played that year's SXSW Festival. Selma Oxor currently is on an indefinite hiatus as of September, 2009. <a href=""https://www.last.fm/music/selma+oxor"">Read more on Last.fm</a>","['Alexico', 'Piyama Party', 'Sr. Amable', 'Capullo']"
936,latino,Miky la Sensa,53,209," <a href=""https://www.last.fm/music/Miky+la+Sensa"">Read more on Last.fm</a>","['Philip Ariaz', 'Kapla y Miky', 'El Clooy', 'Kris R.']"
943,latino,Shoeg,500,4855," <a href=""https://www.last.fm/music/Shoeg"">Read more on Last.fm</a>","['koeosaeme', '---__--___', 'NICO NIQUO', 'Nick Storring']"
949,latino,Omar Romero,500,8185," <a href=""https://www.last.fm/music/Omar+Romero"">Read more on Last.fm</a>","['Chuy & The Bobcats', 'Omar & The Stringpoppers', 'Dusty Chance & The Allnighters', 'Rusty and the Dragstrip Trio']"
956,latino,Mon Laferte,292078,12281522,"Norma Monserrat Bustamante Laferte (born 2 May 1983) better known as Mon Laferte, is a Chilean-Mexican musician, singer, composer, and painter. Her musical style is diverse, spanning different genres such as pop, rock, bolero, cumbia, and salsa, showcasing her versatility and creativity. Throughout the 2010s, she gained widespread recognition for her melodramatic style and ""captivating stage persona"".

With over 1.5 million digital records sold in Latin America between albums and singles <a href=""https://www.last.fm/music/Mon+Laferte"">Read more on Last.fm</a>","['Natalia Lafourcade', 'Francisca Valenzuela', 'Julieta Venegas', 'Jesse & Joy']"
959,latino,D3ndron,3936,27205,"d3NdRON: Electronic Rock Experiment Band formed in Monterrey, Mexico by Alejandro Isassi in the year 2000. 
Alejandro Isassi is also the lead singer in the band ""Niña"" (http://www.todomimundoacolor.com), a rock and roll band from Monterrey Mexico that has been playing and releasing albums since 1996.
d3NdRON's sound goes from electronic to classic rock using Guitars, Vintage Analog Synths, Drums, Bass and Computers. Highly influenced by 80s and 90s electronic music. <a href=""https://www.last.fm/music/D3ndron"">Read more on Last.fm</a>","['Abominables', 'La Live Band', 'Disco Ruido', 'ALBUM']"
965,latino,Lasso,109800,2071834,"1) Andrés Vicente Lazo Uslar (Caracas, Venezuela, 18 de febrero de 1988), más conocido por su nombre artístico Lasso, es un cantante, actor y compositor venezolano.
2) Hardcore punk de Salvador, BA, Brasil
Ordem Imaginada 7” preorder available from @sorrystate (US) and @staticshockrecords (UK)
https://sorrystaterecords.bandcamp.com/album/ordem-imaginada <a href=""https://www.last.fm/music/Lasso"">Read more on Last.fm</a>","['Lagos', 'Danny Ocean', 'Los Mesoneros', 'Caramelos de Cianuro']"
969,latino,Jesse Baez,55548,1198140,"Jesse Baez is a Guatemalan contemporary urban artist.
When he was 6 years old, Baez´s family moved to Guatemala, where he spent the majority of his youth. Since a young age he was exposed to Motown and r&b becoming interested in singing thanks to his grandmother.
Jesse found his voice through collaborations with artists and producers in Mexico.
´No Eres tú´ is his latest single feat. C.tangana, and it hit 4 million views in  just a couple of months. A few releases later he found himself signed with UME sub-label Broke Kids. <a href=""https://www.last.fm/music/Jesse+Baez"">Read more on Last.fm</a>","['AQUIHAYAQUIHAY', 'MÉNE', 'Foudeqush', 'Eladio Carrion']"
972,latino,Jhay Cortez,202756,5133980,"Jhay Cortez (9 de abril de 1993) cantante y compositor del género urbano. Nació en Río Piedras, Puerto Rico. Su nombre de nacimiento es Jesús Manuel Nieves Cortez. Sus numerosas colaboraciones con importantes exponentes del género le han permitido demostrar su talento y ganar respeto dentro de la escena artística.May 24, 2019


 <a href=""https://www.last.fm/music/Jhay+Cortez"">Read more on Last.fm</a>","['Jhayco', 'Tainy', 'Anuel AA', 'Sech']"
976,latino,Easy Easy,16923,149366,"Easy Easy is a Guatemalan four piece band formed by Walter Monterroso ( Keyboard and Bass), Sofía Insua (Vocals), Gerardo Flores (Drums) and Rodolfo Madrid (Guitar). 

The group strives to combine different influences such as R&B, Pop, Hip Hop and Indie Rock, while also playing with languages - English and Spanish - resulting in a very unique alternative sound. <a href=""https://www.last.fm/music/Easy+Easy"">Read more on Last.fm</a>","['RAR', 'Anda Morts', 'Filoxera', 'Sind']"
984,latino,Marx Haübey,41,236," <a href=""https://www.last.fm/music/Marx+Ha%C3%BCbey"">Read more on Last.fm</a>","['Jose Luis Freitas', 'La Marimba', 'Riccie Oriach', 'Yasser Tejeda']"
985,latino,zzoilo,124005,1522977,"Zoilo Tuñón Rosa, más conocido como Zzoilo, es un cantante y compositor español. <a href=""https://www.last.fm/music/zzoilo"">Read more on Last.fm</a>","['Vicco', 'Aitana', 'Lérica', 'La La Love You']"
992,latino,Micro TDH,93646,1955002,"Fernando Daniel Morillo Rivas, conocido artísticamente como Micro TDH, ​ es un cantante, rapero y trapero venezolano.​ Fue galardonado en los Premios Union Rock Show como «Mejor artista revelación» en 2016.​ Conocido por sencillos como «Cafuné», «Bésame sin sentir», «Aquí estoy», entre otros .​ <a href=""https://www.last.fm/music/Micro+TDH"">Read more on Last.fm</a>","['Neutro Shorty', 'Rels B', 'Canserbero', 'Danny Ocean']"
