,artista,listeners,playcount,biografia,artistas_similares
57,Mint Field,46100,466443,"Mint Field is Mexican duo Amor Amezcua and Estrella Sanchez  from Tijuana.

Comprised of 21-year-olds Estrella Sanchez (vocals & guitar) and Amor Amezcua (drums & synths), Mint Field’s sound is organic, spacious, and inhabited by specters that lurk behind rhythms, where Estrella’s angelic voice evokes a supernatural world of beauty and melancholy.

Their record, Pasar De Las Luces, first for LA-based Innovative Leisure Records, is “a compilation of our lives from two years ago to now” says the band. <a href=""https://www.last.fm/music/Mint+Field"">Read more on Last.fm</a>","['unperro andaluz', 'Sonic Emerson', 'El Shirota', 'Margaritas Podridas']"
58,Von Galo,5816,37447," <a href=""https://www.last.fm/music/Von+Galo"">Read more on Last.fm</a>","['SBM', 'Mr. Pig', 'Glass Cristina', 'gordos']"
59,Mario Bautista,51327,532862,"Mario Alberto Bautista Gil es un cantante y youtuber que nació en la Ciudad de México, el 5 de marzo de 1996. Actualmente vive solo en la Ciudad de México. Sus padres son Gloria Gil y Carlos Daniel Bautista; y sus hermanos son Luis Daniel y Jan Carlo Bautista.

Desde muy pequeño empezó a interesarse por la música y el baile, básicamente por que desciende de una familia de artistas.

En primaria empezó con sus clases de canto y baile, se enfoco en el Hip Hop. <a href=""https://www.last.fm/music/Mario+Bautista"">Read more on Last.fm</a>","['Carin Leon', 'Piso 21', 'Danna Paola', 'CD9']"
60,Elena Rose,38355,273604,"Andrea Elena Mangiamarchi (Miami, 23 de marzo de 1995),1​ conocida por su nombre artístico Elena Rose, es una cantante, productora y compositora estadounidense-venezolana. Ha trabajado conBecky G, Rauw Alejandro, TINI, CNCO, Selena Gomez, Sech, entre otros. Su sencillo « Caracas en el 2000» junto a Danny Ocean y Jerry Di, alcanzó el puesto #3 en Spotify Venezuela. <a href=""https://www.last.fm/music/Elena+Rose"">Read more on Last.fm</a>","['Rawayana', 'Danny Ocean', 'Lagos', 'Mau y Ricky']"
61,Lagos,89951,1693668,"LAGOS es un dueto venezolano formado por Luis Jiménez y Mr. A on the Beat (Agustín Zubillaga), quienes han sido a lo largo de más de 10 años productores y compositores para muchos artistas latinoamericanos.  

ACERCA DE LAGOS

Luis Jiménez tiene una carrera de más de 10 años en la industria musical como músico, productor, compositor y artista. Compositor y productor de canciones para Los Mesoneros, Jorge Blanco, Samo, Camilo Séptimo, Arawato, Ruby Tates, Danna Paola, Lasso, Javiera Mena, Maite Perroni, entre muchos más.   <a href=""https://www.last.fm/music/Lagos"">Read more on Last.fm</a>","['Los Mesoneros', 'Lasso', 'Danny Ocean', 'VINILOVERSUS']"
62,BANG DATa,16274,99629,"Straight out of the Bay Area in early 2008 Bang Data was born, bringing you a mix of slick and melodic guitar, gritty synch & bass, over bang electro-acoustic rhythms; making this the perfect canvas for Deuce Eclipses bilingual rhymes and melodies. Bang Data's sound is a mash-up of styles combining hints of Latin, Reggae. Hip-Hop & Rock triggering memories of music we once grew up with yet offering a futuristic vision of Latin Alternative music. Everyone <a href=""https://www.last.fm/music/BANG+DATa"">Read more on Last.fm</a>","['The Trak Kartel', 'Pistolera', 'Jonaty Garcia', 'Trump']"
63,Mitú,37241,556204,"Mitú is what sounds like the meeting between Julián Salazar (guitarist of Bomba Estéreo) and Franklin Tejedor (son of that legendary percussionist of San Basilio de Palenque known as ""Lámpara""). Here the tribal rhythms of traditional Colombian percussion become deep beats of continental electronics; all framed in a postmodern ritual of porro, jungle, cumbia and synthpop of the full contemporary jungle. <a href=""https://www.last.fm/music/Mit%C3%BA"">Read more on Last.fm</a>","['Bomba Estéreo', 'Crudo Means Raw', 'Ela Minus', 'La Derecha']"
64,Marc Seguí,134124,2175177," <a href=""https://www.last.fm/music/Marc+Segu%C3%AD"">Read more on Last.fm</a>","['Pol Granch', 'Álvaro De Luna', 'Samuraï', 'Recycled J']"
65,Dannylux,107496,3943482,"Daniel Balderrama Espinoza (born March 12, 2004), better known by his stage name DannyLux, is an American singer-songwriter. He is well known for his hit song with Eslabon Armado called ""Jugaste y Sufrí"" which introduced him to the music industry, becoming one of the biggest new names in the regional Mexican genre. <a href=""https://www.last.fm/music/Dannylux"">Read more on Last.fm</a>","['Ivan Cornejo', 'T3r Elemento', 'Fuerza Regida', 'Herencia de Patrones']"
66,Mint Field,46100,466443,"Mint Field is Mexican duo Amor Amezcua and Estrella Sanchez  from Tijuana.

Comprised of 21-year-olds Estrella Sanchez (vocals & guitar) and Amor Amezcua (drums & synths), Mint Field’s sound is organic, spacious, and inhabited by specters that lurk behind rhythms, where Estrella’s angelic voice evokes a supernatural world of beauty and melancholy.

Their record, Pasar De Las Luces, first for LA-based Innovative Leisure Records, is “a compilation of our lives from two years ago to now” says the band. <a href=""https://www.last.fm/music/Mint+Field"">Read more on Last.fm</a>","['unperro andaluz', 'Sonic Emerson', 'El Shirota', 'Margaritas Podridas']"
67,Zion ,0,0," <a href=""https://www.last.fm/music/Zion+"">Read more on Last.fm</a>",[]
68,Quevedo,264863,12791275,"Hay varios artistas registrados en Last.fm bajo el nombre de Quevedo, la siguiente lista los identifica por orden de relevancia:

1) Pedro Luis Domínguez Quevedo es un cantante de música urbana y rapero español radicado en Canarias.​​

2) Francisco Gómez de Quevedo Villegas y Santibáñez Cevallos fue un noble, político y escritor español del Siglo de Oro nacido en Madrid. Fue caballero de la Orden de Santiago a partir de 1618​ y señor de Torre de Juan Abad a partir de 1620. <a href=""https://www.last.fm/music/Quevedo"">Read more on Last.fm</a>","['Myke Towers', 'Jhayco', 'Feid', 'Tiago PZK']"
69,Izaak,46324,539487,"Isaac Ortiz , mejor conocido como por su nombre artístico es iZaak, es un joven cantante y compositor boricua oriundo de Gurabo, Puerto Rico. Nació en el 1992. Ortiz comenzó a los tres (3) años a cantar en la Iglesia, ahí fue cuando descubrió su gran pasión por la música. <a href=""https://www.last.fm/music/Izaak"">Read more on Last.fm</a>","['Hades66', 'Super Yei', 'Ele A El Dominio', 'Chencho Corleone']"
70,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
71,La Misa Negra,3797,23084," <a href=""https://www.last.fm/music/La+Misa+Negra"">Read more on Last.fm</a>","['QUITAPENAS', 'Santander Flores', 'Money Chicha', 'Very Be Careful']"
72,Lp Certified,4,4," <a href=""https://www.last.fm/music/Lp+Certified"">Read more on Last.fm</a>",[]
73,Kali Uchis,2276639,208181638,"Karly-Marina Loaiza, professionally known as Kali Uchis, is a Colombian-American singer-songwriter, record producer, music video director and fashion designer. She writes and produces most of her own music.

The stylistic range of left-field pop artist Kali Uchis is reflected in the variety of her collaborators – an extensive genre-crossing list that includes Tyler, the Creator, Gorillaz, Daniel Caesar, Juanes, and BadBadNotGood. A singer, songwriter <a href=""https://www.last.fm/music/Kali+Uchis"">Read more on Last.fm</a>","['SZA', 'Doja Cat', 'Victoria Monét', 'Omar Apollo']"
74,Meridian Brothers,58214,748989,"Meridian Brothers is tropical / psychedelic group from Colombia. Born in Bogotá in 1998 and based on the musical interests of composer Eblis Alvarez, in the beginning, the project was focused exclusively on cassette recordings and experimentation with alternative ways of playing instruments and electronic media. 

From a conceptual band where Alvarez played all the instruments, Meridian Brothers evolved into a live combo that meets Maria Valencia (saxophone <a href=""https://www.last.fm/music/Meridian+Brothers"">Read more on Last.fm</a>","['Los Destellos', 'Ondatrópica', 'Bomba Estéreo', 'FRENTE CUMBIERO']"
75,Similar,758,4299,"Similar is an Indie Pop Rock duo from Puerto Rico, formed in 2008 by Ariel Hernández Domenech and Daniel Vicente. <a href=""https://www.last.fm/music/Similar"">Read more on Last.fm</a>","['Sohcahtoa', 'Vcam', 'Jvox', 'Damiak']"
76,Bad Bondy,7,7," <a href=""https://www.last.fm/music/Bad+Bondy"">Read more on Last.fm</a>",[]
77,Tiago PZK,192217,7821183,"Tiago Uriel Pacheco, más conocido como Tiago PZK o simplemente Tiago, es un freestyler y artista de trap argentino. <a href=""https://www.last.fm/music/Tiago+PZK"">Read more on Last.fm</a>","['Lit Killah', 'FMK', 'Khea', 'Duki']"
78,Tayko,6432,73694," <a href=""https://www.last.fm/music/Tayko"">Read more on Last.fm</a>","['Robert Tiamo', 'El Dojo', 'Gona', 'GEGGA']"
79,BluNites,7581,40680," <a href=""https://www.last.fm/music/BluNites"">Read more on Last.fm</a>","['Wayword', 'Mona Vera', 'South Trees', 'Neptuna Run']"
80,Mint Field,46100,466443,"Mint Field is Mexican duo Amor Amezcua and Estrella Sanchez  from Tijuana.

Comprised of 21-year-olds Estrella Sanchez (vocals & guitar) and Amor Amezcua (drums & synths), Mint Field’s sound is organic, spacious, and inhabited by specters that lurk behind rhythms, where Estrella’s angelic voice evokes a supernatural world of beauty and melancholy.

Their record, Pasar De Las Luces, first for LA-based Innovative Leisure Records, is “a compilation of our lives from two years ago to now” says the band. <a href=""https://www.last.fm/music/Mint+Field"">Read more on Last.fm</a>","['unperro andaluz', 'Sonic Emerson', 'El Shirota', 'Margaritas Podridas']"
81,Candy Colors,1843,14478,"Candy Colors started back in 2009, it was originally conformed by Juan Loredo (our singer), Hermann Stoever (our bassist, who originally played synthesizers), Daniel Caudillo (Guitar) and Hugo De León (our original drummer). The project started out more electronic-focused ""party music"" inspired by all those little New Rave bands emerging through out the web. Later on I stepped on the scene as the other guitar player (my name is Diego Barrera) and from then we started experimenting with other sounds <a href=""https://www.last.fm/music/Candy+Colors"">Read more on Last.fm</a>","['Atlantis Waterfalls', 'The Dead Souls', 'In a Lonely Place', 'Lotus Feed']"
82,ÌFÉ,15344,85209," <a href=""https://www.last.fm/music/%C3%8CF%C3%89"">Read more on Last.fm</a>","['Rumbo Tumba', 'Ghetto Kumbé', 'Paloma del Cerro', 'Mima']"
83,Mayani Swave,149,504," <a href=""https://www.last.fm/music/Mayani+Swave"">Read more on Last.fm</a>","['DJ Scuff', 'Riccie Oriach', 'La Gran Mawon', 'Solo Fernández']"
84,Siete Catorce,13995,73050,"Siete Catorce began as an alternate project of 22-year old producer Marco Polo Gutierrez. Though initially reminiscent of new cumbia, the project soon went on to form a unique and signature sound. His tracks’ have gained notoriety through their unique mesh of tropical rhythms, both old and new, coupled with intricate drum work –– influenced by styles like dubstep, drum n bass and footwork (to name a few) –– which are often characterized by a disquieting tone, exacerbated by poignant piano motifs and ominous atmospherics. <a href=""https://www.last.fm/music/Siete+Catorce"">Read more on Last.fm</a>","['Wartech', 'Fis', 'Panda Lassow', 'Braintheft']"
85,Ozomatli,186387,1768640,"Ozomatli was formed in Los Angeles in 1995.  Ozomatli have gone from being hometown heroes to being named U.S. State Department Cultural Ambassadors.

Ozomatli has always juggled two key identities. They are the voice of their city and they are citizens of the world.

Their music — a notorious urban-Latino-and-beyond collision of hip hop and salsa, dancehall and cumbia, samba and funk, merengue and comparsa, East LA R&B and New Orleans second line <a href=""https://www.last.fm/music/Ozomatli"">Read more on Last.fm</a>","['Jurassic 5', 'Chali 2na', 'Blackalicious', 'Bomba Estéreo']"
86,Mint Field,46100,466443,"Mint Field is Mexican duo Amor Amezcua and Estrella Sanchez  from Tijuana.

Comprised of 21-year-olds Estrella Sanchez (vocals & guitar) and Amor Amezcua (drums & synths), Mint Field’s sound is organic, spacious, and inhabited by specters that lurk behind rhythms, where Estrella’s angelic voice evokes a supernatural world of beauty and melancholy.

Their record, Pasar De Las Luces, first for LA-based Innovative Leisure Records, is “a compilation of our lives from two years ago to now” says the band. <a href=""https://www.last.fm/music/Mint+Field"">Read more on Last.fm</a>","['unperro andaluz', 'Sonic Emerson', 'El Shirota', 'Margaritas Podridas']"
